"accountId","playerName","gameMode","assists","boosts","dBNOs","dailyKills","dailyWins","damageDealt","days","headshotKills","heals","killPoints","kills","longestKill","longestTimeSurvived","losses","maxKillStreaks","mostSurvivalTime","rankPoints","rankPointsTitle","revives","rideDistance","roadKills","roundMostKills","roundsPlayed","suicides","swimDistance","teamKills","timeSurvived","top10s","vehicleDestroys","walkDistance","weaponsAcquired","weeklyKills","weeklyWins","winPoints","wins"
"account.47ce55f57fec48f28875f3360ebbde3b","Kill4vkz6","squad",564,2519,1539,1,0,213722.83,83,356,2089,0,1499,395.39035,1635,1014,6,1635,0,"",474,795933.75,16,14,1031,24,1064.7684,26,550769,278,27,589659.3,7218,84,1,0,32
"account.47ce55f57fec48f28875f3360ebbde3b","Kill4vkz6","squad-fpp",4,23,21,11,1,3097.829,3,5,7,0,29,135.33714,1386,9,2,1386,0,"",2,12268.441,1,8,10,4,0,1,4719,3,0,6620.7827,55,11,1,0,1
"account.58703657b0cd4395b30d136d8283f88d","GBBS2024gogo","duo",0,2,0,0,0,50.16,1,0,0,0,0,0,297,1,0,297,0,"",0,0,0,0,1,0,0,0,297,0,0,184.03021,5,0,0,0,0
"account.58703657b0cd4395b30d136d8283f88d","GBBS2024gogo","duo-fpp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"account.58703657b0cd4395b30d136d8283f88d","GBBS2024gogo","solo",0,50,0,1,0,1190.774,6,5,46,0,11,304.1897,1589,9,1,1589,0,"",0,33432.785,0,4,9,1,0,0,9421,3,0,7125.059,77,1,0,0,0
"account.58703657b0cd4395b30d136d8283f88d","GBBS2024gogo","solo-fpp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"account.58703657b0cd4395b30d136d8283f88d","GBBS2024gogo","squad",492,5235,1612,2,0,238505.3,149,571,2429,0,1823,475.41153,1739,848,5,1739,0,"",273,2150503.5,90,16,954,34,2622.106,6,923183,554,58,847437.7,9149,21,1,0,132
"account.58703657b0cd4395b30d136d8283f88d","GBBS2024gogo","squad-fpp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"account.48e6325771ce4e45a5f76a952c737b9c","Hea1er916","duo",40,275,95,7,0,22717.062,30,45,291,0,178,422.8315,2143,144,3,2143,1,"",26,154790.81,0,9,150,1,548.6006,2,105318.59,27,2,162417.78,695,7,0,0,6
"account.48e6325771ce4e45a5f76a952c737b9c","Hea1er916","duo-fpp",3,16,6,1,0,1250.8348,4,2,11,0,7,177.48083,1633,14,1,1633,1,"",3,437.44357,0,4,14,0,45.727676,0,6778.663,3,0,13946.318,59,1,0,0,0
"account.48e6325771ce4e45a5f76a952c737b9c","Hea1er916","solo",0,520,0,1,0,53441.504,48,153,371,0,472,375.48447,1861,241,3,1861,0,"",0,258591.89,11,19,245,9,26.384912,0,143646.22,22,1,187951.23,1087,1,0,0,4
"account.48e6325771ce4e45a5f76a952c737b9c","Hea1er916","solo-fpp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"account.48e6325771ce4e45a5f76a952c737b9c","Hea1er916","squad",3451,21261,9991,48,2,1540378.9,542,2694,17748,0,10054,675.86523,2203,6897,4,2203,0,"",2609,10336293,65,14,7181,95,12984.308,77,5674521.5,2170,134,7257683.5,39054,199,6,0,322
"account.48e6325771ce4e45a5f76a952c737b9c","Hea1er916","squad-fpp",109,456,287,6,1,42475.547,36,83,436,0,365,566.48553,1959,203,4,1959,0,"",60,189448.61,0,14,222,2,616.59216,0,138655.22,73,2,210942.53,936,6,1,0,20
"account.7de7a675be5c488fbbe3cfd2043bc473","qhdx888_","duo",0,5,9,2,0,2011.0316,2,5,5,0,25,34.2552,1550,2,2,1550,0,"",0,8178.428,8,23,2,0,0,0,1896,1,0,1682.7592,12,2,0,0,0
"account.7de7a675be5c488fbbe3cfd2043bc473","qhdx888_","duo-fpp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"account.7de7a675be5c488fbbe3cfd2043bc473","qhdx888_","solo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"account.7de7a675be5c488fbbe3cfd2043bc473","qhdx888_","solo-fpp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"account.7de7a675be5c488fbbe3cfd2043bc473","qhdx888_","squad",882,13757,4462,4,0,648486.75,401,1215,6811,0,4766,595.3554,1877,2933,6,1877,0,"",428,5397396.5,125,25,3034,60,8707.137,23,2670575.8,1262,99,3007662,17564,74,1,0,138
"account.7de7a675be5c488fbbe3cfd2043bc473","qhdx888_","squad-fpp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"account.84bea36ca7ce422da98312f7b00a91a8","kz4tcder10","duo",1,7,2,4,0,352.53366,1,2,1,0,4,29.699486,990,2,2,990,0,"",0,7008.5986,1,2,2,0,0,0,1591,0,0,2161.9182,16,4,0,0,0
"account.84bea36ca7ce422da98312f7b00a91a8","kz4tcder10","duo-fpp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"account.84bea36ca7ce422da98312f7b00a91a8","kz4tcder10","solo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"account.84bea36ca7ce422da98312f7b00a91a8","kz4tcder10","solo-fpp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"account.84bea36ca7ce422da98312f7b00a91a8","kz4tcder10","squad",138,912,461,11,0,67624.84,17,91,530,0,459,338.3507,1590,298,4,1590,0,"",60,209953.31,8,16,302,4,412.61,2,167011,84,5,150382.86,1958,20,1,0,8
"account.84bea36ca7ce422da98312f7b00a91a8","kz4tcder10","squad-fpp",6,40,40,21,0,5488.1104,2,11,22,0,51,340.61847,1423,11,5,1423,0,"",3,12811.893,0,25,11,1,0,0,5962,4,0,7239.4053,78,21,0,0,0
"account.76681484c40b4829825e42644cedd0cd","cainiaokuang","duo",61,638,145,0,0,30116.23,46,53,188,0,201,467.93356,1871,170,4,1871,0,"",26,316163.44,3,9,178,4,25.077055,2,145398,50,6,160001.66,1029,0,0,0,10
"account.76681484c40b4829825e42644cedd0cd","cainiaokuang","duo-fpp",1,18,11,4,0,1710.9681,2,5,10,0,13,459.3202,1537,4,2,1537,0,"",3,15291.775,0,5,5,1,2.7431858,0,4605,3,0,5575.912,32,13,1,0,1
"account.76681484c40b4829825e42644cedd0cd","cainiaokuang","solo",0,22,0,0,0,1190.7874,7,3,10,0,7,102.69762,1509,19,1,1509,0,"",0,4993.066,0,2,19,1,0,0,10932,1,1,13043.294,69,0,0,0,0
"account.76681484c40b4829825e42644cedd0cd","cainiaokuang","solo-fpp",0,3,0,0,0,97.47749,1,0,0,0,0,0,854,1,0,854,0,"",0,5426.777,0,0,1,0,0,0,854,0,0,754.27686,9,0,0,0,0
"account.76681484c40b4829825e42644cedd0cd","cainiaokuang","squad",385,3194,960,0,0,151293.47,116,263,1361,0,930,517.8338,1978,768,4,1978,0,"",240,1531370.5,10,16,816,15,1366.5215,9,741079,363,46,762841.8,5356,0,0,0,69
"account.76681484c40b4829825e42644cedd0cd","cainiaokuang","squad-fpp",24,193,48,5,0,8892.374,12,14,114,0,50,398.83716,1599,66,3,1599,0,"",23,97143.28,0,5,67,3,0,0,52705,29,1,46647.367,487,5,0,0,3
"account.99e1dd55f49c4d278e3180aeb03cfd33","didiaoxxhh","duo",7,68,15,6,1,3410.163,10,5,47,0,16,180.36444,1774,26,1,1774,0,"",6,55037.414,1,2,28,0,0,0,23233,11,0,31410.717,163,6,1,0,2
"account.99e1dd55f49c4d278e3180aeb03cfd33","didiaoxxhh","duo-fpp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"account.99e1dd55f49c4d278e3180aeb03cfd33","didiaoxxhh","solo",0,12,0,1,0,651.615,4,0,2,0,5,11.748605,1196,8,1,1196,0,"",0,3535.0706,0,2,8,1,0,0,5053,1,0,5532.9873,41,1,0,0,0
"account.99e1dd55f49c4d278e3180aeb03cfd33","didiaoxxhh","solo-fpp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"account.99e1dd55f49c4d278e3180aeb03cfd33","didiaoxxhh","squad",283,1817,573,1,0,93470.31,100,152,1384,0,572,504.56778,1707,565,4,1707,0,"",207,1200798.9,7,9,608,6,1245.7742,6,559030,340,8,732364.6,3607,18,0,0,58
"account.99e1dd55f49c4d278e3180aeb03cfd33","didiaoxxhh","squad-fpp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"account.3350ecaa1223483d9ff2e130a9b1b530","Genius_JieRui","duo",36,426,73,7,0,14585.253,40,27,309,0,97,473.16104,1748,132,2,1748,1,"",23,315113.97,3,5,137,1,637.3828,0,121015.53,58,3,148732.72,808,15,0,0,5
"account.3350ecaa1223483d9ff2e130a9b1b530","Genius_JieRui","duo-fpp",0,3,0,0,0,113.00548,3,0,0,0,1,30.503445,762,3,1,762,0,"",1,3395.0142,0,1,3,0,0,0,1667,0,0,2105.9653,15,0,0,0,0
"account.3350ecaa1223483d9ff2e130a9b1b530","Genius_JieRui","solo",1,243,0,8,0,10322.5625,39,27,112,0,103,403.53543,1612,60,2,1612,0,"",0,109222.56,3,8,65,1,139.80682,0,63063.4,27,0,95486.555,370,8,0,0,5
"account.3350ecaa1223483d9ff2e130a9b1b530","Genius_JieRui","solo-fpp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"account.3350ecaa1223483d9ff2e130a9b1b530","Genius_JieRui","squad",488,4732,782,4,0,116031.95,208,185,3694,0,787,448.34183,1680,1298,3,1680,0,"",505,3145002,3,10,1409,21,4344.396,14,1375920,892,32,1751857,8148,22,2,0,143
"account.3350ecaa1223483d9ff2e130a9b1b530","Genius_JieRui","squad-fpp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"account.d6d9c2cef80b4536824d3bd1ee33cdd8","4AM_YangDui","duo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"account.d6d9c2cef80b4536824d3bd1ee33cdd8","4AM_YangDui","duo-fpp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"account.d6d9c2cef80b4536824d3bd1ee33cdd8","4AM_YangDui","solo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"account.d6d9c2cef80b4536824d3bd1ee33cdd8","4AM_YangDui","solo-fpp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"account.d6d9c2cef80b4536824d3bd1ee33cdd8","4AM_YangDui","squad",1234,7397,2804,42,2,414550.53,85,656,4656,0,2822,664.1479,1688,2499,4,1688,0,"",842,2936406.2,57,14,2559,37,7572.4404,30,1582593,694,63,1635991.9,15993,265,8,0,87
"account.d6d9c2cef80b4536824d3bd1ee33cdd8","4AM_YangDui","squad-fpp",0,2,0,0,0,0,1,0,0,0,0,0,821,1,0,821,0,"",0,1390.4823,0,0,1,0,0,0,821,1,0,1791.0923,7,0,0,0,0
"account.53ef7cd85e41424092247da34719729a","TAN19990","duo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"account.53ef7cd85e41424092247da34719729a","TAN19990","duo-fpp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"account.53ef7cd85e41424092247da34719729a","TAN19990","solo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"account.53ef7cd85e41424092247da34719729a","TAN19990","solo-fpp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"account.53ef7cd85e41424092247da34719729a","TAN19990","squad",168,1619,528,26,0,79065.3,20,104,1167,0,506,269.0176,1719,485,4,1719,0,"",171,498394.22,5,8,503,11,273.37817,5,354679,170,3,414980,2566,98,2,0,24
"account.53ef7cd85e41424092247da34719729a","TAN19990","squad-fpp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"account.5081eb57249b48d7be992ed63c0d15b1","yuyuyuyuyuiiio","duo",22,149,53,0,0,11490.835,21,15,145,0,85,298.78757,1620,95,3,1620,0,"",12,94697.63,0,8,96,1,0,0,67530,18,0,72521.87,548,2,0,0,1
"account.5081eb57249b48d7be992ed63c0d15b1","yuyuyuyuyuiiio","duo-fpp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"account.5081eb57249b48d7be992ed63c0d15b1","yuyuyuyuyuiiio","solo",0,446,1,0,0,27594.725,56,42,254,0,245,531.05414,1726,180,3,1726,0,"",1,227263.83,10,10,186,1,243.26482,0,133009,36,2,155255.53,1019,0,0,0,6
"account.5081eb57249b48d7be992ed63c0d15b1","yuyuyuyuyuiiio","solo-fpp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"account.5081eb57249b48d7be992ed63c0d15b1","yuyuyuyuyuiiio","squad",1253,7826,3092,27,2,503123.47,173,592,7756,0,2970,562.0697,1737,3199,4,1737,0,"",887,3834329.8,28,13,3280,59,6875.0186,35,2466884,1208,79,2645156.8,18448,81,6,0,152
"account.5081eb57249b48d7be992ed63c0d15b1","yuyuyuyuyuiiio","squad-fpp",2,10,3,1,0,413.42792,2,0,21,0,4,75.86272,1352,2,1,1352,0,"",2,656.41876,0,3,2,0,203.27618,0,2346,2,0,2037.5446,7,1,0,0,0
"account.4958ecfe7f204ac6b8c4b6efc93128e2","020817_","duo",12,102,43,3,0,10748.992,16,6,102,0,69,143.50653,1936,39,2,1936,0,"",12,32140.62,0,9,40,1,119.46096,0,29226,13,2,39878.26,246,3,0,0,1
"account.4958ecfe7f204ac6b8c4b6efc93128e2","020817_","duo-fpp",8,49,60,7,0,11632.909,12,45,38,0,138,278.63815,1495,10,5,1495,0,"",7,78097.63,4,19,18,4,103.34929,0,18060,13,0,16203.565,86,7,0,0,10
"account.4958ecfe7f204ac6b8c4b6efc93128e2","020817_","solo",0,792,5,0,0,234435.98,165,957,804,0,2663,504.18057,1978,711,6,1978,0,"",2,1259047.6,607,32,735,92,7398.673,0,585845,105,11,301825.84,1865,0,0,0,24
"account.4958ecfe7f204ac6b8c4b6efc93128e2","020817_","solo-fpp",0,547,3,2,0,129990.836,175,513,831,0,1483,548.22534,1758,754,5,1758,0,"",9,574735.8,157,32,774,75,5125.4507,0,545622,78,6,243268.39,1357,7,0,0,20
"account.4958ecfe7f204ac6b8c4b6efc93128e2","020817_","squad",1252,5831,6697,3,0,900347.3,371,2476,4329,0,8663,572.77423,1972,1747,9,1972,0,"",596,3987291.2,194,40,2070,61,4063.0977,18,1607527.8,1084,91,1955719.6,12182,51,0,0,384
"account.4958ecfe7f204ac6b8c4b6efc93128e2","020817_","squad-fpp",37,128,186,1,0,23980.693,29,77,127,0,242,218.52365,1814,53,4,1814,0,"",17,146352.12,12,17,58,4,4.217988,1,48307,33,2,50571.438,269,1,0,0,5
"account.610df631ceff4a67be20e7e11f1dd8d0","hjx1525","duo",42,307,87,9,0,16930.932,17,32,189,0,115,310.46103,1613,119,3,1613,0,"",33,144036.62,2,7,123,1,25.972088,4,70651,24,3,68141.19,724,9,0,0,4
"account.610df631ceff4a67be20e7e11f1dd8d0","hjx1525","duo-fpp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"account.610df631ceff4a67be20e7e11f1dd8d0","hjx1525","solo",0,9,0,0,0,635.6899,4,1,8,0,6,315.73593,971,10,1,971,0,"",0,7174.6445,0,3,10,0,37.29498,0,2766,0,0,2645.3745,36,0,0,0,0
"account.610df631ceff4a67be20e7e11f1dd8d0","hjx1525","solo-fpp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"account.610df631ceff4a67be20e7e11f1dd8d0","hjx1525","squad",611,4570,1543,3,0,221689.56,92,404,3497,0,1506,509.64282,1803,1391,4,1803,0,"",523,2007111.5,38,11,1434,20,3716.7256,18,1003676,492,38,1040121.25,10663,3,0,0,78
"account.610df631ceff4a67be20e7e11f1dd8d0","hjx1525","squad-fpp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"account.28d3e41263794c7084dce72eb3521b09","Rc390_","duo",6,74,29,1,0,5983.3984,6,16,84,0,44,319.31995,1889,22,2,1889,0,"",5,30110.621,0,7,24,1,0,0,19578.059,10,2,20918.172,118,1,0,0,2
"account.28d3e41263794c7084dce72eb3521b09","Rc390_","duo-fpp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"account.28d3e41263794c7084dce72eb3521b09","Rc390_","solo",0,86,0,0,0,3473.83,15,11,78,0,34,306.15903,1990,36,2,1990,1483.219,"",0,57036.05,1,7,36,14,70.29518,3,21607.79,4,1,32901.293,120,0,0,0,0
"account.28d3e41263794c7084dce72eb3521b09","Rc390_","solo-fpp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"account.28d3e41263794c7084dce72eb3521b09","Rc390_","squad",5798,49223,15572,0,0,2372973,758,3624,28671,0,15617,729.76904,2204,11298,7,2204,0,"",4700,20295244,230,24,11864,491,28717.62,250,10139173,4857,827,12156051,76447,12,1,0,698
"account.28d3e41263794c7084dce72eb3521b09","Rc390_","squad-fpp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"account.a8aa367b8c734ffc84f0270f7067ab51","YOTOYOO666","duo",41,407,135,22,1,27275.725,16,39,162,0,219,555.70386,1557,190,3,1557,0,"",53,145391.88,0,7,192,1,943.7671,1,113043,35,2,134484.3,731,22,1,0,2
"account.a8aa367b8c734ffc84f0270f7067ab51","YOTOYOO666","duo-fpp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"account.a8aa367b8c734ffc84f0270f7067ab51","YOTOYOO666","solo",0,2,0,0,0,175,2,0,1,0,2,73.13628,924,2,1,924,0,"",0,2245.407,1,2,2,0,0,0,1679,0,0,878.1988,7,0,0,0,0
"account.a8aa367b8c734ffc84f0270f7067ab51","YOTOYOO666","solo-fpp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"account.a8aa367b8c734ffc84f0270f7067ab51","YOTOYOO666","squad",316,1928,1067,25,0,162239.23,31,243,1195,0,1067,463.7592,1629,766,4,1629,0,"",195,1150872.8,34,12,781,3,1631.1406,8,510297,252,26,570534,5247,25,0,0,27
"account.a8aa367b8c734ffc84f0270f7067ab51","YOTOYOO666","squad-fpp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"account.e5d492afe02b4504ab0a7aa3940e0511","wwcc333","duo",1,0,1,0,0,107.84504,2,0,0,0,1,32.56655,1050,2,1,1050,0,"",0,0,0,1,2,0,0,0,1404,0,0,1894.9978,10,0,0,0,0
"account.e5d492afe02b4504ab0a7aa3940e0511","wwcc333","duo-fpp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"account.e5d492afe02b4504ab0a7aa3940e0511","wwcc333","solo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"account.e5d492afe02b4504ab0a7aa3940e0511","wwcc333","solo-fpp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"account.e5d492afe02b4504ab0a7aa3940e0511","wwcc333","squad",1540,9305,4455,2,0,713160.8,193,1065,6546,0,4393,595.54175,2002,3352,6,2002,0,"",1242,3925559.2,23,14,3492,61,6804.604,30,2561553,1249,50,3655888,18571,42,0,0,161
"account.e5d492afe02b4504ab0a7aa3940e0511","wwcc333","squad-fpp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"account.4a406b28ab154a1a9e6dad42e136daf6","Ap0Y7kmglcugma","duo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"account.4a406b28ab154a1a9e6dad42e136daf6","Ap0Y7kmglcugma","duo-fpp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"account.4a406b28ab154a1a9e6dad42e136daf6","Ap0Y7kmglcugma","solo",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"account.4a406b28ab154a1a9e6dad42e136daf6","Ap0Y7kmglcugma","solo-fpp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"account.4a406b28ab154a1a9e6dad42e136daf6","Ap0Y7kmglcugma","squad",322,3031,1076,7,1,164842.58,65,255,2231,0,977,511.7031,1644,756,4,1644,0,"",177,1428540.9,25,14,787,19,404.34384,5,658168,312,41,685594.6,5949,89,4,0,53
"account.4a406b28ab154a1a9e6dad42e136daf6","Ap0Y7kmglcugma","squad-fpp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"account.087fd8c39ea84bf9916c988008bf7bc8","xiaorui-R","duo",26,282,60,0,0,14609.021,19,36,203,0,99,265.5008,1644,95,2,1644,0,"",17,107615.94,0,7,98,2,455.64005,0,80486,29,1,107050.16,792,0,0,0,3
"account.087fd8c39ea84bf9916c988008bf7bc8","xiaorui-R","duo-fpp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"account.087fd8c39ea84bf9916c988008bf7bc8","xiaorui-R","solo",0,14,0,0,0,1058.093,6,6,8,0,8,169.09346,1330,11,2,1330,0,"",0,12454.099,0,3,11,0,8.753218,0,5439,1,0,6809.1416,74,0,0,0,0
"account.087fd8c39ea84bf9916c988008bf7bc8","xiaorui-R","solo-fpp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"account.087fd8c39ea84bf9916c988008bf7bc8","xiaorui-R","squad",618,4224,1688,12,0,262093.78,165,483,4224,0,1552,490.61597,1719,1471,4,1719,0,"",525,2419115.8,6,10,1532,34,4612.8584,16,1325806,621,40,1367951.4,11518,39,2,0,93
"account.087fd8c39ea84bf9916c988008bf7bc8","xiaorui-R","squad-fpp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"account.35171f0ea4084f5e98954c350df5f354","SecKill_MK47","duo",885,9844,2228,13,0,485311.62,414,759,4721,0,3537,425.6953,2105.642,2775,3,2105.642,0,"",474,3555825.5,50,9,2943,104,24134.076,76,2783768,1295,72,4607845,12264,13,0,0,184
"account.35171f0ea4084f5e98954c350df5f354","SecKill_MK47","duo-fpp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"account.35171f0ea4084f5e98954c350df5f354","SecKill_MK47","solo",7,356,0,5,1,17777.41,50,37,217,0,153,305.78546,2180.838,105,2,2180.838,0,"",0,166788.72,2,21,109,4,331.148,3,110618.17,35,2,171873.19,435,5,1,0,4
"account.35171f0ea4084f5e98954c350df5f354","SecKill_MK47","solo-fpp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"account.35171f0ea4084f5e98954c350df5f354","SecKill_MK47","squad",2306,17430,5390,37,2,831498.3,494,1155,9236,0,5860,527.59424,2196.402,5087,4,2196.402,0,"",1091,7583800.5,101,12,5446,183,36222.152,201,5343348.5,2965,130,8896275,22896,37,2,0,413
"account.35171f0ea4084f5e98954c350df5f354","SecKill_MK47","squad-fpp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"account.1a09cf57c0584a07ab7dca79ebb4ab6a","80suinanmo","duo",56,324,130,5,0,27220.195,15,56,282,0,195,202.26646,1672,187,3,1672,0,"",42,196243.08,0,8,190,2,97.48253,3,98424,25,5,94029.26,1004,25,0,0,3
"account.1a09cf57c0584a07ab7dca79ebb4ab6a","80suinanmo","duo-fpp",2,7,2,5,0,693.75684,1,0,3,0,5,93.090485,1433,1,1,1433,0,"",2,483.74,0,5,1,0,0,0,1433,1,0,677.5357,9,5,0,0,0
"account.1a09cf57c0584a07ab7dca79ebb4ab6a","80suinanmo","solo",0,2,0,1,0,100,1,1,1,0,1,17.036285,260,3,1,260,0,"",0,0,0,1,3,0,0,0,552,0,0,522.67096,9,1,0,0,0
"account.1a09cf57c0584a07ab7dca79ebb4ab6a","80suinanmo","solo-fpp",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"account.1a09cf57c0584a07ab7dca79ebb4ab6a","80suinanmo","squad",741,3659,1683,7,1,243792.12,63,381,3539,0,1583,422.73703,1665,1891,4,1665,0,"",657,1778168.2,4,9,1929,19,3481.2522,25,1089961,548,13,1079448.2,9931,98,5,0,58
